,City,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind
453,Schwalmstadt,50.9333,9.2167,257.89,85,30,1.03
454,Sa Kaeo,13.75,102.3333,295.8,84,18,2.71
455,Lewistown,40.5992,-77.5714,273.15,86,90,1.54
456,Pyapon,16.2833,95.6833,290.14,47,46,2.85
457,Patacamaya,-17.2333,-67.9167,285.08,62,88,5.98
458,Harper,4.375,-7.7169,299.57,84,87,2.93
459,Pemangkat,1.1667,108.9667,298.03,89,92,2.6
460,Utete,-7.986,38.758,296.71,93,100,0.58
461,Granada,37.25,-3.25,282.03,86,97,9.83
462,Baykit,61.67,96.37,253.77,87,100,3.14
463,Portobelo,9.55,-79.65,298.13,68,8,4.47
464,Lagoa,39.05,-27.9833,288.14,90,100,5.51
465,Badajoz,38.6667,-6.1667,284.26,84,16,4.02
466,Bariloche,-41.1456,-71.3082,300.15,24,0,1.54
467,Suntar,62.1444,117.6319,247.39,87,60,2.78
468,Guerrero Negro,27.9769,-114.0611,291.68,57,59,5.44
469,Camabatela,-8.1881,15.375,290.75,100,100,2.72
470,Conde,-7.2597,-34.9075,300.15,78,20,3.6
471,Tignère,7.3667,12.65,292.18,22,29,1.0
472,Yayva,59.3303,57.2641,239.82,75,98,1.98
473,Nyurba,63.2842,118.3319,241.66,85,7,3.05
474,Vila Franca do Campo,37.7167,-25.4333,289.21,94,75,9.77
475,Greenville,35.6127,-77.3663,286.29,87,40,1.33
476,Bahía Blanca,-38.7196,-62.2724,296.31,41,0,7.95
477,Būkān,36.521,46.2089,278.53,63,41,2.07
478,Beloha,-25.1667,45.05,296.32,89,100,0.72
479,Ondjiva,-17.0667,15.7333,294.6,87,100,0.64
480,Bosaso,11.2842,49.1816,295.41,70,96,2.39
481,Verāval,20.9,70.3667,293.27,46,87,5.11
482,Meulaboh,4.1363,96.1285,298.41,84,31,1.74
483,Lokosovo,61.1333,74.8167,244.85,88,76,3.05
484,Amahai,-3.3333,128.9167,300.3,73,97,1.49
485,Souillac,-20.5167,57.5167,298.15,83,40,3.78
486,Nishifukuma,33.7667,130.4667,275.3,75,0,2.06
487,Yinchuan,38.4681,106.2731,273.15,74,0,1.2
488,Jiangyou,31.7667,104.7167,282.63,67,31,0.75
489,Portland,45.5234,-122.6762,280.4,53,20,2.06
490,Vilyuysk,63.7553,121.6247,240.5,85,61,3.08
491,Te Anau,-45.4167,167.7167,283.43,84,99,2.1
492,San Policarpo,12.1791,125.5072,299.64,82,100,6.95
493,Wuxue,29.8506,115.5525,282.39,80,100,0.62
494,Payo,-3.7508,103.6372,295.23,93,100,0.41
495,Keningau,5.3378,116.1602,297.52,88,20,1.54
496,Date,42.4681,140.8681,270.09,90,93,7.51
497,Cayenne,4.9333,-52.3333,299.15,73,75,3.09
498,Kupino,54.3663,77.2981,248.44,89,100,4.96
499,Atar,20.5169,-13.0499,291.37,26,1,3.77
500,Mossamedes,-15.1961,12.1522,295.35,76,97,2.45
501,Camaçari,-12.6975,-38.3242,301.15,69,40,4.12
502,Umm Kaddadah,13.6017,26.6876,292.14,28,86,5.77
503,São Paulo de Olivença,-3.3783,-68.8725,298.68,93,85,0.27
504,Sehore,23.2,77.0833,288.72,33,6,0.15
505,Kapoeta,4.7717,33.5903,300.72,41,63,4.38
506,Iskateley,67.6803,53.1512,249.55,90,100,1.78
507,General Pico,-35.6566,-63.7568,298.14,24,0,4.01
508,Olinda,-8.0089,-34.8553,299.15,69,20,4.12
509,Tiznit Province,29.5833,-9.5,285.67,85,24,2.01
510,Nurota,40.5614,65.6886,283.15,76,99,5.14
511,Requena,39.4883,-1.1004,287.38,67,20,7.2
512,Baiyin,36.5583,104.2081,265.15,45,0,3.0
513,Östersund,63.1792,14.6357,264.15,92,75,2.57
514,Itororó,-15.1169,-40.0703,294.51,92,76,1.36
515,Tūkrah,32.5341,20.5791,288.59,44,0,4.99
516,Apango,17.7333,-99.3333,306.48,25,49,4.39
517,Banda Aceh,5.5577,95.3222,298.98,83,42,3.32
518,Cairns,-16.9167,145.7667,301.54,79,40,3.09
519,Constitución,-35.3333,-72.4167,291.77,77,12,3.12
520,Marfino,55.7028,37.3822,260.04,72,75,5.0
521,Qui Nhon,13.7667,109.2333,294.01,88,49,4.78
522,Bambanglipuro,-7.95,110.2833,297.96,86,100,1.33
523,Cabedelo,-6.9811,-34.8339,300.15,78,20,3.6
524,Neijiang,29.5835,105.0622,283.67,74,0,0.69
525,Klyuchi,52.2667,79.1667,253.94,91,100,6.01
526,Hauterive,46.0901,3.4459,278.92,66,75,5.14
527,Marawi,7.9986,124.2928,297.04,93,55,2.24
528,Vilhena,-12.7406,-60.1458,296.15,100,90,2.57
529,Concepción del Uruguay,-32.4825,-58.2372,296.82,69,85,1.79
530,Santa Rosa,14.3122,121.1114,298.15,78,90,1.54
531,Asău,46.4333,26.4,277.59,60,100,2.18
532,Kasangulu,-4.5911,15.1708,294.64,94,100,1.67
533,La Asuncion,11.0333,-63.8628,297.24,80,21,6.55
534,Pljevlja,43.3333,19.3333,277.15,81,0,1.03
535,Murgab,37.4966,61.9714,283.15,71,75,3.09
536,Challans,46.8436,-1.8749,277.91,93,90,3.09
537,Adrar,20.5022,-10.0711,291.27,24,47,4.28
538,Cassilândia,-19.1133,-51.7342,295.79,66,31,2.72
539,Ruteng,-8.6136,120.4721,291.48,100,100,0.43
540,Villarrubia de los Ojos,39.2209,-3.608,282.26,93,75,8.23
541,Zaranj,30.9667,61.8833,285.13,43,0,3.27
542,Luoyang,34.6836,112.4536,278.38,65,94,1.29
543,Decatur,39.8403,-88.9548,263.15,73,90,4.12
544,Cabiraoan,18.3238,122.086,295.65,88,100,5.17
545,Kodīnar,20.7903,70.7031,292.86,41,45,4.38
546,Horodenka,48.6727,25.5016,271.41,99,100,1.73
547,Greeneville,36.1632,-82.831,283.52,71,90,0.57
548,Shimoda,34.6667,138.95,279.31,53,75,4.12
549,Riyadh,24.6877,46.7219,285.41,50,0,2.06
550,Balkhash,46.844,74.9804,253.76,88,0,1.99
551,High Level,58.5169,-117.136,247.15,64,90,4.63
552,Kikwit,-5.041,18.8162,295.12,94,100,1.61
553,Nouadhibou,20.931,-17.0347,290.15,82,0,7.2
554,Haines Junction,60.7522,-137.5108,245.15,47,80,0.51
555,Francisco Beltrão,-26.0811,-53.055,291.45,87,100,2.39
556,Energetik,51.7445,58.7934,248.54,81,5,1.78
557,Los Llanos de Aridane,28.6585,-17.9182,287.24,72,0,3.09
558,Havre-St-Pierre,50.2334,-63.5986,262.15,57,1,6.69
559,Okha,53.5739,142.9478,262.89,95,92,8.5
560,Domoni,-12.2569,44.5319,300.09,80,100,4.82
561,Maniitsoq,65.4167,-52.9,266.73,82,0,2.19
562,Bongor,10.2806,15.3722,295.88,17,3,3.92
563,Rehoboth,-23.3167,17.0833,294.75,65,13,2.51
564,Aksarka,66.5606,67.7975,239.98,83,18,0.9
565,Kaeo,-35.1,173.7833,293.23,93,100,4.26
566,Safford,32.834,-109.7076,292.52,12,1,4.12
567,Coquimbo,-29.9533,-71.3436,290.15,82,40,4.63
568,Raub,3.7899,101.857,296.48,90,94,0.36
569,Severo-Kuril'sk,50.6789,156.125,270.07,94,100,8.09
570,Kavaratti,10.5669,72.642,300.21,66,0,2.96
